ID,Name,Year,Month,Day,Status,Wind_mph,Latitude,Longitude
AL021951,ABLE,1951,5,18, HU,75,27,-77.9
AL041951,CHARLIE,1951,8,18, HU,110,17.9,-76.9
AL041951,CHARLIE,1951,8,20, HU,115,20.3,-87
AL041951,CHARLIE,1951,8,20, HU,115,20.4,-87.3
AL041951,CHARLIE,1951,8,22, HU,100,22.3,-97.8
AL081951,GEORGE,1951,9,21, TS,50,21.6,-97.4
AL091951,HOW,1951,10,2, TS,55,26.7,-82.3
AL021952,ABLE,1952,8,31, HU,85,32.3,-80.6
AL031952,UNNAMED,1952,8,28, TS,45,33.7,-78.7
AL101952,FOX,1952,10,24, HU,125,22,-80.9
AL101952,FOX,1952,10,25, TS,60,24.4,-78.3
AL101952,FOX,1952,10,26, HU,75,24.7,-76.2
AL101952,FOX,1952,10,26, HU,75,24.5,-75.6
AL011953,ALICE,1953,5,26, TS,35,15.4,-83.9
AL011953,ALICE,1953,5,31, TS,45,21.9,-84.3
AL011953,ALICE,1953,6,6, TS,40,30.3,-85.9
AL031953,BARBARA,1953,8,14, HU,80,35,-76.1
AL031953,BARBARA,1953,8,14, HU,75,35.4,-76.1
AL031953,BARBARA,1953,8,14, HU,70,36.1,-75.9
AL041953,CAROL,1953,9,7, HU,75,44.2,-66.4
AL041953,CAROL,1953,9,7, HU,70,45.3,-65.8
AL061953,DOLLY,1953,9,12, TS,55,32.3,-64.8
AL081953,UNNAMED,1953,9,20, TS,35,29,-82.8
AL091953,LORENCE,1953,9,26, HU,80,30.3,-86.2
AL121953,HAZEL,1953,10,9, HU,75,26.7,-82.2
AL121953,HAZEL,1953,10,9, HU,75,26.7,-82.1
AL031954,ALICE,1954,6,25, HU,95,25,-97.6
AL051954,BARBARA,1954,7,29, TS,50,29.7,-92.8
AL061954,CAROL,1954,8,31, HU,100,40.9,-72.2
AL061954,CAROL,1954,8,31, HU,100,41.3,-72
AL081954,EDNA,1954,9,11, HU,95,41.4,-70.5
AL081954,EDNA,1954,9,11, HU,95,41.7,-70.3
AL081954,EDNA,1954,9,11, HU,90,41.9,-70.1
AL101954,LORENCE,1954,9,12, TS,55,20.4,-96.8
AL121954,GILDA,1954,9,27, TS,55,16.7,-88.4
AL141954,HAZEL,1954,10,6, HU,65,12.2,-61.6
AL141954,HAZEL,1954,10,12, HU,105,18.3,-74.2
AL141954,HAZEL,1954,10,13, HU,85,19.6,-73.4
AL141954,HAZEL,1954,10,13, HU,85,21,-73.1
AL141954,HAZEL,1954,10,15, HU,115,33.9,-78.6
AL011955,BRENDA,1955,8,1, TS,55,29.7,-89.4
AL021955,CONNIE,1955,8,12, HU,85,34.7,-76.7
AL031955,DIANE,1955,8,17, TS,60,34,-77.9
AL051955,UNNAMED,1955,8,27, TS,45,30,-89.2
AL071955,GLADYS,1955,9,5, HU,65,23.1,-97.8
AL081955,IONE,1955,9,19, HU,90,34.7,-76.7
AL091955,HILDA,1955,9,13, HU,70,20.2,-74.2
AL091955,HILDA,1955,9,15, HU,65,19.3,-81.2
AL091955,HILDA,1955,9,16, HU,105,19.7,-87.7
AL091955,HILDA,1955,9,19, HU,105,22.3,-97.9
AL101955,JANET,1955,9,23, HU,90,12.6,-61.4
AL101955,JANET,1955,9,27, HU,140,17.4,-83.9
AL101955,JANET,1955,9,28, HU,150,18.4,-87.8
AL101955,JANET,1955,9,29, HU,95,19.8,-96.4
AL131955,KATIE,1955,10,17, HU,95,18,-71.7
AL161954,ALICE,1955,1,2, HU,65,18,-63
AL011956,UNNAMED,1956,6,13, TS,50,29.1,-90.7
AL021956,ANNA,1956,7,26, HU,75,21.7,-97.5
AL051956,DORA,1956,9,12, TS,50,20.9,-97.3
AL071956,FLOSSY,1956,9,24, HU,75,29.1,-89.4
AL071956,FLOSSY,1956,9,25, HU,80,30.4,-86.4
AL111956,UNNAMED,1956,10,15, TS,50,25.2,-80.6
AL011957,UNNAMED,1957,6,9, TS,45,30.1,-84.2
AL021957,AUDREY,1957,6,27, HU,110,29.8,-93.7
AL031957,BERTHA,1957,8,10, TS,55,29.7,-93.9
AL051957,DEBBIE,1957,9,8, TS,35,30.3,-86.1
AL061957,ESTHER,1957,9,18, TS,55,29.2,-90.9
AL011958,ALMA,1958,6,15, TS,55,24.9,-97.6
AL051958,ELLA,1958,9,1, HU,95,18.2,-73.4
AL051958,ELLA,1958,9,2, HU,70,20,-76.2
AL051958,ELLA,1958,9,3, TS,55,21.8,-82.7
AL051958,ELLA,1958,9,3, TS,60,22.1,-84
AL051958,ELLA,1958,9,6, TS,50,27.5,-97.2
AL071958,GERDA,1958,9,14, TS,50,18,-71.2
AL071958,GERDA,1958,9,20, TS,40,24.5,-97.7
AL101958,JANICE,1958,10,6, TS,50,22,-80.3
AL101958,JANICE,1958,10,6, TS,55,24.2,-78
AL101958,JANICE,1958,10,6, HU,60,25.1,-77.1
AL101958,JANICE,1958,10,6, HU,60,25.5,-76.8
AL011959,ARLENE,1959,5,30, TS,55,29.6,-91.6
AL031959,UNNAMED,1959,6,18, TS,40,28,-82.8
AL041959,CINDY,1959,7,9, HU,65,33,-79.6
AL041959,CINDY,1959,7,11, TS,50,41.7,-70.7
AL051959,DEBRA,1959,7,25, HU,75,29.1,-95.2
AL061959,EDITH,1959,8,18, TS,50,15.3,-61.3
AL081959,GRACIE,1959,9,29, HU,115,32.5,-80.4
AL101959,IRENE,1959,10,8, TS,40,30.3,-87.6
AL111959,JUDITH,1959,10,18, TS,55,26.7,-82.3
AL011960,UNNAMED,1960,6,24, TS,50,26.9,-97.4
AL021960,ABBY,1960,7,10, TS,55,13.9,-60.9
AL021960,ABBY,1960,7,15, HU,70,16.3,-86.6
AL021960,ABBY,1960,7,15, HU,70,16.5,-88.4
AL031960,BRENDA,1960,7,29, TS,35,29.7,-83.5
AL031960,BRENDA,1960,7,29, TS,60,33.9,-78.2
AL051960,DONNA,1960,9,4, HU,110,17.7,-61.8
AL051960,DONNA,1960,9,5, HU,110,18.1,-63
AL051960,DONNA,1960,9,8, HU,105,22.2,-74.3
AL051960,DONNA,1960,9,8, HU,105,22.4,-75.8
AL051960,DONNA,1960,9,10, HU,125,24.8,-80.9
AL051960,DONNA,1960,9,10, HU,105,25.9,-81.6
AL051960,DONNA,1960,9,12, HU,90,34.6,-77.3
AL051960,DONNA,1960,9,12, HU,85,40.7,-72.9
AL051960,DONNA,1960,9,12, HU,80,41.3,-72.4
AL061960,ETHEL,1960,9,15, HU,70,30.4,-89
AL071960,LORENCE,1960,9,19, TS,35,21.1,-73.1
AL091969,CAMILLE,1969,8,15, HU,95,21.9,-84.3
AL091969,CAMILLE,1969,8,18, HU,150,30.3,-89.4
AL031983,ALICIA,1983,8,18, HU,100,29.1,-95.1
AL041983,BARRY,1983,8,25, TD,30,27.9,-80.6
AL041983,BARRY,1983,8,28, HU,70,25.4,-97.4
AL101984,DIANA,1984,9,13, HU,80,33.9,-78
AL021985,BOB,1985,7,25, HU,65,32.2,-80.5
AL041985,DANNY,1985,8,15, HU,80,29.6,-92.7
AL051985,ELENA,1985,9,2, HU,100,30.4,-89.2
AL091985,GLORIA,1985,9,27, HU,90,35.2,-75.6
AL091985,GLORIA,1985,9,27, HU,75,40.6,-73.3
AL101985,HENRI,1985,9,24, TS,35,40.8,-72.5
AL101985,HENRI,1985,9,25, TD,30,41.3,-71.8
AL111985,ISABEL,1985,10,10, TS,35,30.6,-81.4
AL121985,JUAN,1985,10,29, HU,65,29.5,-91.4
AL131985,KATE,1985,11,21, HU,85,30,-85.4
AL021986,BONNIE,1986,6,26, HU,75,29.6,-94.2
AL051986,CHARLEY,1986,8,17, HU,65,34.7,-76.5
AL031987,UNNAMED,1987,8,10, TS,40,29.5,-94.5
AL121987,EMILY,1987,9,23, HU,95,18.3,-71
AL121987,EMILY,1987,9,25, HU,75,32.3,-64.7
AL131987,FLOYD,1987,10,12, HU,65,25.1,-80.5
AL031988,CHRIS,1988,8,28, TS,40,32,-80.9
AL041988,DEBBY,1988,9,3, HU,65,20.7,-97.3
AL071988,LORENCE,1988,9,10, HU,70,29.1,-89.3
AL081988,GILBERT,1988,9,12, HU,115,17.8,-76.8
AL081988,GILBERT,1988,9,14, HU,140,20.7,-87
AL081988,GILBERT,1988,9,16, HU,110,24.2,-97.8
AL111988,JOAN,1988,10,15, TS,45,12.1,-61.8
AL111988,JOAN,1988,10,17, TS,55,12,-71.2
AL111988,JOAN,1988,10,22, HU,125,11.9,-83.7
AL121988,KEITH,1988,11,21, TS,60,21.2,-86.8
AL121988,KEITH,1988,11,23, TS,55,27.3,-82.6
AL021989,ALLISON,1989,6,26, TS,40,28.7,-95.7
AL041989,CHANTAL,1989,8,1, HU,70,29.6,-94.4
AL051989,DEAN,1989,8,8, TS,55,46.9,-55.9
AL111989,HUGO,1989,9,17, HU,120,16.3,-61.3
AL111989,HUGO,1989,9,18, HU,120,17.7,-64.8
AL111989,HUGO,1989,9,18, HU,110,18.2,-65.5
AL111989,HUGO,1989,9,18, HU,110,18.3,-65.6
AL111989,HUGO,1989,9,22, HU,120,32.8,-79.8
AL141989,JERRY,1989,10,16, HU,75,29.2,-95
AL051990,DIANA,1990,8,5, TS,55,19.1,-87.6
AL051990,DIANA,1990,8,7, HU,85,20.9,-97
AL031991,BOB,1991,8,19, HU,90,41.2,-71.6
AL031991,BOB,1991,8,19, HU,85,41.4,-71.4
AL031991,BOB,1991,8,20, TS,60,44.1,-69.1
AL081991,ERIKA,1991,9,12, TS,35,37.7,-25.9
AL091991,FABIAN,1991,10,15, TS,40,21.5,-82.8
AL091991,FABIAN,1991,10,16, TS,40,22.4,-81.8
AL121991,UNNAMED,1991,11,2, TS,45,44.6,-63.5
AL041992,ANDREW,1992,8,23, HU,140,25.4,-76.6
AL041992,ANDREW,1992,8,24, HU,130,25.4,-77.8
AL041992,ANDREW,1992,8,24, HU,145,25.5,-80.2
AL041992,ANDREW,1992,8,24, HU,145,25.5,-80.3
AL041992,ANDREW,1992,8,26, HU,100,29.6,-91.5
AL071992,ANIELLE,1992,9,25, TS,55,37.8,-75.5
AL021993,ARLENE,1993,6,20, TS,35,27.1,-97.4
AL031993,BRET,1993,8,7, TS,50,10.8,-60.8
AL031993,BRET,1993,8,7, TS,50,10.8,-61.8
AL031993,BRET,1993,8,8, TS,40,11,-68.3
AL031993,BRET,1993,8,10, TS,40,11.1,-83.8
AL041993,CINDY,1993,8,14, TS,35,14.5,-60.9
AL041993,CINDY,1993,8,16, TD,30,18.3,-71
AL081993,GERT,1993,9,15, TS,35,11.8,-83.8
AL081993,GERT,1993,9,18, TS,35,17.3,-88.1
AL081993,GERT,1993,9,20, HU,85,21.2,-97.5
AL011994,ALBERTO,1994,7,3, TS,55,30.4,-86.5
AL021994,UNNAMED,1994,7,20, TD,30,33.2,-79.2
AL031994,BERYL,1994,8,16, TS,50,30,-85.6
AL051994,UNNAMED,1994,8,31, TD,30,22.4,-98
AL061994,DEBBY,1994,9,10, TS,55,14,-61
AL081994,UNNAMED,1994,9,25, TD,30,16.6,-88.4
AL121994,GORDON,1994,11,10, TD,30,14,-83.4
AL121994,GORDON,1994,11,13, TS,35,17.9,-76.8
AL121994,GORDON,1994,11,13, TS,40,20,-74.9
AL121994,GORDON,1994,11,15, TS,45,24.6,-81.7
AL121994,GORDON,1994,11,16, TS,45,26.5,-81.9
AL121994,GORDON,1994,11,21, TD,25,28.5,-80.6
AL011995,ALLISON,1995,6,5, TS,60,29.9,-84.4
AL011995,ALLISON,1995,6,5, TS,55,30.1,-84.2
AL021995,BARRY,1995,7,9, TS,50,45.3,-61
AL021995,BARRY,1995,7,9, TS,45,45.6,-60.8
AL041995,DEAN,1995,7,31, TS,40,29.2,-95.3
AL051995,ERIN,1995,8,2, HU,75,27.7,-80.3
AL051995,ERIN,1995,8,3, HU,75,30.3,-87.2
AL061995,UNNAMED,1995,8,6, TD,30,21.5,-97.4
AL081995,BRIELLE,1995,8,11, TS,60,23.7,-97.8
AL101995,IRIS,1995,8,27, TS,50,17,-61.9
AL101995,IRIS,1995,8,27, TS,55,17.7,-62
AL111995,JERRY,1995,8,23, TS,35,27,-80.2
AL131995,LUIS,1995,9,5, HU,115,17.5,-61.7
AL151995,MARILYN,1995,9,14, HU,70,15.5,-61.3
AL171995,OPAL,1995,10,4, HU,100,30.3,-87.1
AL191995,ROXANNE,1995,10,11, HU,100,20,-87.6
AL011996,ARTHUR,1996,6,20, TS,35,34.7,-76.4
AL021996,BERTHA,1996,7,12, HU,90,34.3,-77.8
AL031996,CESAR,1996,7,28, HU,75,12.2,-83.9
AL041996,DOLLY,1996,8,20, HU,65,19.1,-87.7
AL041996,DOLLY,1996,8,23, HU,70,21.6,-97.7
AL061996,FRAN,1996,9,6, HU,100,33.9,-78
AL081996,ORTENSE,1996,9,10, HU,70,18,-66.9
AL081996,ORTENSE,1996,9,15, HU,70,44.8,-62.5
AL101996,SEPHINE,1996,10,8, TS,60,30,-83.9
AL111996,KYLE,1996,10,12, TD,30,16,-88.1
AL121996,LILI,1996,10,18, HU,85,22.3,-82
AL051997,DANNY,1997,7,18, HU,65,29.3,-89.7
AL051997,DANNY,1997,7,19, HU,70,30.2,-88.1
AL051997,DANNY,1997,7,19, HU,65,30.4,-87.9
AL021998,BONNIE,1998,8,27, HU,95,34.4,-77.7
AL031998,CHARLEY,1998,8,22, TS,40,27.8,-97.1
AL051998,EARL,1998,9,3, HU,70,30.1,-85.7
AL061998,FRANCES,1998,9,11, TS,45,28.2,-96.9
AL071998,GEORGES,1998,9,21, HU,100,17,-61.7
AL071998,GEORGES,1998,9,21, HU,100,17.2,-62.6
AL071998,GEORGES,1998,9,21, HU,90,18.1,-65.8
AL071998,GEORGES,1998,9,22, HU,105,18.2,-68.7
AL071998,GEORGES,1998,9,23, HU,65,20.1,-74.5
AL071998,GEORGES,1998,9,25, HU,90,24.5,-81.8
AL071998,GEORGES,1998,9,28, HU,90,30.4,-88.9
AL081998,HERMINE,1998,9,20, TS,35,29.1,-90.9
AL131998,MITCH,1998,10,29, HU,70,15.9,-85.7
AL131998,MITCH,1998,11,4, TS,35,20.1,-90.5
AL131998,MITCH,1998,11,5, TS,50,26.2,-81.9
AL021999,UNNAMED,1999,7,3, TD,30,20.5,-97
AL031999,BRET,1999,8,23, HU,100,26.9,-97.4
AL051999,DENNIS,1999,8,28, HU,75,26.6,-76.8
AL051999,DENNIS,1999,9,4, TS,60,34.8,-76.5
AL071999,UNNAMED,1999,9,6, TD,30,23.2,-97.7
AL081999,FLOYD,1999,9,14, HU,105,25.4,-76.3
AL081999,FLOYD,1999,9,14, HU,110,26.3,-77.1
AL081999,FLOYD,1999,9,16, HU,90,33.8,-78
AL101999,HARVEY,1999,9,21, TS,50,25.9,-81.7
AL131999,IRENE,1999,10,14, TS,60,21.3,-82.9
AL131999,IRENE,1999,10,14, TS,60,22.7,-82.5
AL131999,IRENE,1999,10,15, HU,65,24.6,-81.6
AL131999,IRENE,1999,10,15, HU,70,25.3,-81.1
AL141999,JOSE,1999,10,20, HU,80,17.1,-61.7
AL141999,JOSE,1999,10,21, TS,60,18.4,-64.6
AL151999,KATRINA,1999,10,30, TS,35,13.8,-83.4
AL161999,LENNY,1999,11,17, HU,135,17.4,-64.8
AL161999,LENNY,1999,11,18, HU,110,18,-63.3
AL161999,LENNY,1999,11,19, HU,85,18.1,-63.1
AL161999,LENNY,1999,11,19, HU,75,18,-62.9
AL161999,LENNY,1999,11,20, TS,55,17.3,-61.8
AL072000,DEBBY,2000,8,22, HU,65,17.5,-61.7
AL072000,DEBBY,2000,8,22, HU,65,17.9,-62.8
AL072000,DEBBY,2000,8,22, HU,65,18.5,-64.4
AL092000,UNNAMED,2000,9,9, TD,25,29.9,-93.9
AL112000,GORDON,2000,9,18, TS,55,29.3,-83.2
AL122000,HELENE,2000,9,22, TS,35,30.5,-86.6
AL152000,KEITH,2000,10,2, HU,65,17.9,-88
AL152000,KEITH,2000,10,3, TS,60,17.9,-88.2
AL152000,KEITH,2000,10,5, HU,80,22.6,-97.9
AL012001,ALLISON,2001,6,5, TS,45,28.9,-95.3
AL012001,ALLISON,2001,6,11, SD,30,29.6,-91.6
AL032001,BARRY,2001,8,6, TS,60,30.4,-86.3
AL042001,CHANTAL,2001,8,21, TS,60,18.1,-87.8
AL082001,BRIELLE,2001,9,14, TS,60,27.1,-82.6
AL092001,UNNAMED,2001,9,20, TD,30,13.9,-83.5
AL112001,IRIS,2001,10,9, HU,125,16.3,-88.4
AL132001,KAREN,2001,10,15, TS,40,44.2,-64.8
AL152001,ICHELLE,2001,11,4, HU,120,21.5,-81.8
AL152001,ICHELLE,2001,11,4, HU,115,22.1,-81.2
AL152001,ICHELLE,2001,11,5, HU,80,24.3,-78
AL152001,ICHELLE,2001,11,5, HU,75,25.4,-76.4
AL022002,BERTHA,2002,8,5, TS,35,29.4,-89.3
AL022002,BERTHA,2002,8,9, TD,20,27.3,-97.4
AL052002,EDOUARD,2002,9,5, TS,35,29.4,-81.1
AL062002,FAY,2002,9,7, TS,50,28.5,-96.3
AL082002,GUSTAV,2002,9,12, HU,80,45.6,-60.4
AL082002,GUSTAV,2002,9,12, HU,65,47.6,-58.6
AL092002,HANNA,2002,9,14, TS,50,29.1,-89.1
AL092002,HANNA,2002,9,14, TS,50,30.4,-88.4
AL102002,ISIDORE,2002,9,20, HU,75,22,-84.1
AL102002,ISIDORE,2002,9,22, HU,110,21.3,-89.3
AL102002,ISIDORE,2002,9,26, TS,55,29.1,-90.3
AL122002,KYLE,2002,10,11, TS,35,33,-79.5
AL122002,KYLE,2002,10,11, TS,35,33.9,-78.4
AL132002,LILI,2002,9,30, HU,65,19.7,-79.8
AL132002,LILI,2002,10,1, HU,90,21.3,-83
AL132002,LILI,2002,10,1, HU,90,22.1,-84
AL132002,LILI,2002,10,3, HU,80,29.5,-92.2
AL142002,UNNAMED,2002,10,16, TD,25,22,-80.7
AL032003,BILL,2003,6,30, TS,50,29.3,-91
AL042003,AUDETTE,2003,7,11, TS,50,20.8,-86.9
AL042003,AUDETTE,2003,7,15, HU,80,28.3,-96.2
AL072003,UNNAMED,2003,7,26, TD,25,31.5,-81.3
AL082003,ERIKA,2003,8,16, HU,65,25.3,-97.4
AL112003,GRACE,2003,8,31, TS,35,29.4,-95.1
AL122003,HENRI,2003,9,6, TD,30,27.9,-82.8
AL132003,ISABEL,2003,9,18, HU,90,34.9,-76.2
AL152003,JUAN,2003,9,29, HU,85,44.4,-63.8
AL172003,LARRY,2003,10,5, TS,50,18.4,-93.5
AL202003,ODETTE,2003,12,6, TS,50,17.8,-71.5
AL022004,BONNIE,2004,8,12, TS,40,29.6,-85.1
AL032004,CHARLEY,2004,8,13, HU,105,22.7,-82.6
AL032004,CHARLEY,2004,8,13, HU,130,26.6,-82.2
AL032004,CHARLEY,2004,8,13, HU,125,26.9,-82.1
AL032004,CHARLEY,2004,8,14, HU,70,33,-79.4
AL032004,CHARLEY,2004,8,14, HU,65,33.8,-78.7
AL062004,FRANCES,2004,9,2, HU,110,24,-74.5
AL062004,FRANCES,2004,9,3, HU,100,24.6,-75.6
AL062004,FRANCES,2004,9,3, HU,95,25.1,-76.1
AL062004,FRANCES,2004,9,4, HU,90,26.6,-78.2
AL062004,FRANCES,2004,9,5, HU,90,27.2,-80.2
AL062004,FRANCES,2004,9,6, TS,50,30.1,-84
AL072004,GASTON,2004,8,29, HU,65,33,-79.6
AL082004,HERMINE,2004,8,31, TS,35,41.5,-70.9
AL092004,IVAN,2004,9,16, HU,105,30.2,-87.9
AL092004,IVAN,2004,9,24, TD,30,29.8,-93.6
AL112004,JEANNE,2004,9,14, TD,30,16.2,-61.3
AL112004,JEANNE,2004,9,15, TS,60,18,-66
AL112004,JEANNE,2004,9,16, HU,70,18.6,-68.3
AL112004,JEANNE,2004,9,25, HU,100,26.7,-77.3
AL112004,JEANNE,2004,9,26, HU,105,27.2,-80.2
AL142004,MATTHEW,2004,10,10, TS,35,29.2,-91
AL012005,ARLENE,2005,6,10, TS,45,21.8,-84.5
AL012005,ARLENE,2005,6,11, TS,50,30.3,-87.5
AL022005,BRET,2005,6,29, TS,35,20.8,-97.3
AL032005,CINDY,2005,7,4, TD,30,19,-87.6
AL032005,CINDY,2005,7,6, HU,65,29.2,-90.1
AL032005,CINDY,2005,7,6, TS,45,30.2,-89.5
AL042005,DENNIS,2005,7,4, TD,30,12.1,-61.6
AL042005,DENNIS,2005,7,8, HU,120,19.9,-77.6
AL042005,DENNIS,2005,7,8, HU,120,22.1,-80.7
AL042005,DENNIS,2005,7,10, HU,105,30.4,-87.1
AL052005,EMILY,2005,7,14, HU,75,12,-61.8
AL052005,EMILY,2005,7,18, HU,115,20.3,-87.4
AL052005,EMILY,2005,7,20, HU,110,24.8,-97.6
AL072005,GERT,2005,7,25, TS,40,21.8,-97.6
AL112005,JOSE,2005,8,23, TS,50,19.7,-96.4
AL122005,KATRINA,2005,8,25, HU,70,26,-80.1
AL122005,KATRINA,2005,8,29, HU,110,29.3,-89.6
AL122005,KATRINA,2005,8,29, HU,105,30.2,-89.6
AL162005,OPHELIA,2005,9,6, TD,25,26.6,-78.3
AL182005,RITA,2005,9,24, HU,100,29.7,-93.7
AL202005,STAN,2005,10,2, TS,35,19.6,-87.5
AL202005,STAN,2005,10,4, HU,70,18.6,-94.9
AL222005,TAMMY,2005,10,5, TS,45,30.4,-81.4
AL242005,VINCE,2005,10,11, TD,30,37.2,7.1W
AL252005,WILMA,2005,10,21, HU,130,20.6,-86.8
AL252005,WILMA,2005,10,22, HU,115,20.8,-86.9
AL252005,WILMA,2005,10,24, HU,105,25.9,-81.7
AL262005,ALPHA,2005,10,23, TS,45,18.3,-71.3
AL272005,BETA,2005,10,30, HU,90,12.9,-83.5
AL012006,ALBERTO,2006,6,13, TS,40,29.9,-83.7
AL032006,BERYL,2006,7,21, TS,45,41.3,-70.1
AL062006,ERNESTO,2006,8,28, TS,35,19.9,-75.5
AL062006,ERNESTO,2006,8,30, TS,40,24.9,-80.6
AL062006,ERNESTO,2006,8,30, TS,40,25.2,-80.7
AL062006,ERNESTO,2006,9,1, TS,60,33.9,-78.1
AL022007,BARRY,2007,6,2, TD,30,27.5,-82.7
AL042007,DEAN,2007,8,21, HU,150,18.7,-87.7
AL042007,DEAN,2007,8,22, HU,85,20.5,-97
AL052007,ERIN,2007,8,16, TD,30,28,-96.9
AL062007,FELIX,2007,9,1, TS,45,12.1,-61.7
AL062007,FELIX,2007,9,4, HU,140,14.3,-83.2
AL072007,BRIELLE,2007,9,9, TS,50,34.8,-76.4
AL092007,UMBERTO,2007,9,13, HU,80,29.6,-94.3
AL102007,TEN,2007,9,22, TD,25,30.4,-86.7
AL132007,LORENZO,2007,9,28, HU,65,20.5,-97
AL162007,NOEL,2007,10,29, TS,45,18.1,-72.5
AL162007,NOEL,2007,10,30, TS,50,21.1,-75.8
AL162007,NOEL,2007,11,1, TS,50,24.1,-77.9
AL162007,NOEL,2007,11,1, TS,55,25,-77.4
AL172007,OLGA,2007,12,11, SS,40,18.4,-66.5
AL172007,OLGA,2007,12,11, TS,50,18.5,-68.4
AL012008,ARTHUR,2008,5,31, TS,40,17.9,-88.2
AL042008,DOLLY,2008,7,21, TS,45,20.8,-87
AL042008,DOLLY,2008,7,23, HU,75,26.4,-97.2
AL042008,DOLLY,2008,7,23, HU,70,26.4,-97.4
AL052008,EDOUARD,2008,8,5, TS,55,29.6,-94.2
AL062008,FAY,2008,8,15, TS,35,18.5,-68.4
AL062008,FAY,2008,8,16, TS,40,18.8,-72.8
AL062008,FAY,2008,8,17, TS,45,19.9,-77.4
AL062008,FAY,2008,8,18, TS,45,22.1,-80.8
AL062008,FAY,2008,8,18, TS,50,24.5,-81.8
AL062008,FAY,2008,8,19, TS,55,25.9,-81.6
AL062008,FAY,2008,8,21, TS,55,29.3,-81.1
AL062008,FAY,2008,8,23, TS,45,29.8,-84.7
AL072008,GUSTAV,2008,8,26, HU,70,18.1,-72.8
AL072008,GUSTAV,2008,8,28, TS,60,18,-76.2
AL072008,GUSTAV,2008,8,29, TS,60,17.9,-77.2
AL072008,GUSTAV,2008,8,30, HU,125,21.6,-82.5
AL072008,GUSTAV,2008,8,30, HU,135,22.4,-83.1
AL072008,GUSTAV,2008,9,1, HU,90,29.2,-90.7
AL082008,HANNA,2008,9,2, HU,75,21.8,-72.3
AL082008,HANNA,2008,9,3, TS,50,21.7,-71.8
AL082008,HANNA,2008,9,6, TS,60,33.8,-78.7
AL092008,IKE,2008,9,7, HU,110,21,-73.2
AL092008,IKE,2008,9,8, HU,115,21.1,-75.7
AL092008,IKE,2008,9,9, HU,70,22.6,-82.9
AL092008,IKE,2008,9,13, HU,95,29.3,-94.7
AL112008,KYLE,2008,9,29, HU,65,43.8,-66.2
AL132008,MARCO,2008,10,7, TS,55,19.9,-96.5
AL162008,SIXTEEN,2008,10,15, TD,25,15.8,-84.5
AL172008,PALOMA,2008,11,9, HU,85,20.7,-78
AL032009,BILL,2009,8,24, TS,60,46.9,-56
AL042009,AUDETTE,2009,8,17, TS,40,30.4,-86.5
AL062009,ERIKA,2009,9,2, TS,35,16.3,-61.3
AL112009,IDA,2009,11,5, HU,70,12.9,-83.6
AL012010,ALEX,2010,6,27, TS,55,17.5,-88.2
AL012010,ALEX,2010,7,1, HU,95,24.2,-97.7
AL022010,TWO,2010,7,8, TD,30,26.1,-97.1
AL032010,BONNIE,2010,7,22, TS,35,23,-75.7
AL032010,BONNIE,2010,7,23, TS,40,23.7,-77.5
AL032010,BONNIE,2010,7,23, TS,35,25.4,-80.2
AL072010,EARL,2010,9,4, HU,65,44.3,-64.5
AL072010,EARL,2010,9,4, TS,60,46,-62.7
AL102010,HERMINE,2010,9,7, TS,60,25.3,-97.4
AL112010,IGOR,2010,9,21, HU,75,46.6,-53.2
AL132010,KARL,2010,9,15, TS,55,18.5,-87.8
AL132010,KARL,2010,9,17, HU,100,19.3,-96.2
AL152010,MATTHEW,2010,9,24, TS,50,14.7,-83.3
AL152010,MATTHEW,2010,9,25, TS,35,16.5,-88.4
AL182010,PAULA,2010,10,11, TS,45,15,-83.2
AL182010,PAULA,2010,10,14, TS,55,22.7,-83.9
AL192010,RICHARD,2010,10,25, HU,85,17.2,-88.3
AL212010,TOMAS,2010,10,30, TS,60,13,-59.5
AL212010,TOMAS,2010,10,30, HU,85,13.4,-61.2
AL212010,TOMAS,2010,11,6, TS,60,21.7,-71.6
AL012011,ARLENE,2011,6,30, TS,55,21.6,-97.4
AL042011,DON,2011,7,30, TD,30,27.3,-97.4
AL082011,HARVEY,2011,8,20, TS,55,17,-88.3
AL082011,HARVEY,2011,8,22, TS,35,18.7,-95.2
AL092011,IRENE,2011,8,21, TS,60,17.8,-64.6
AL092011,IRENE,2011,8,22, TS,60,18.1,-65.8
AL092011,IRENE,2011,8,24, HU,100,22.4,-74
AL092011,IRENE,2011,8,25, HU,95,23.5,-75.1
AL092011,IRENE,2011,8,25, HU,90,24.7,-76.2
AL092011,IRENE,2011,8,25, HU,90,26.5,-77.2
AL092011,IRENE,2011,8,27, HU,75,34.7,-76.6
AL092011,IRENE,2011,8,28, TS,60,39.4,-74.4
AL092011,IRENE,2011,8,28, TS,55,40.6,-74
AL132011,LEE,2011,9,4, SS,40,29.6,-92.1
AL142011,MARIA,2011,9,16, TS,60,47,-53.5
AL152011,NATE,2011,9,11, TS,40,20.5,-97
AL182011,RINA,2011,10,28, TS,50,20.5,-87.2
AL022012,BERYL,2012,5,28, TS,55,30.2,-81.4
AL042012,DEBBY,2012,6,26, TS,35,29.3,-83.2
AL052012,ERNESTO,2012,8,8, HU,80,18.7,-87.2
AL052012,ERNESTO,2012,8,8, HU,85,18.8,-87.7
